,fecha,cielo,temp._(°c),sen._térmica_(°c),racha_máx._(km/h),precipitación_(mm),nieve_(mm),humedad_relativa_(%),prob._precip.__(%),prob._de_nieve_(%),prob._de_tormenta_(%),avisos,dirección_viento,velocidad_del_viento,localizacion_id
3614,2024-08-29 13:00:00,6,28,28,18.0,0.1,0,48,Riesgo,0,70,Riesgo,E,8,28001
3615,2024-08-29 14:00:00,1,28,28,25.0,0.0,0,46,100,0,80,Riesgo,SE,6,28001
3616,2024-08-29 15:00:00,7,27,27,35.0,0.0,0,45,Riesgo,0,80,Riesgo,S,12,28001
3617,2024-08-29 16:00:00,5,29,29,41.0,0.0,0,40,Riesgo,0,80,Riesgo,S,22,28001
3618,2024-08-29 17:00:00,0,28,28,33.0,0.0,0,40,Riesgo,0,80,Riesgo,S,24,28001
3619,2024-08-29 18:00:00,7,27,27,31.0,0.0,0,42,Riesgo,0,80,Riesgo,S,19,28001
3620,2024-08-29 19:00:00,2,25,25,23.0,0.1,0,43,Riesgo,0,80,Riesgo,SO,20,28001
3621,2024-08-29 20:00:00,6,23,23,25.0,1.0,0,59,80,0,70,Riesgo,NE,9,28001
3622,2024-08-29 21:00:00,6,22,22,39.0,0.3,0,87,Riesgo,0,70,Riesgo,NE,18,28001
3623,2024-08-29 22:00:00,1,21,21,36.0,0.0,0,90,Riesgo,0,70,Riesgo,N,28,28001
3624,2024-08-29 23:00:00,5,20,20,29.0,0.0,0,91,Riesgo,0,70,Riesgo,N,21,28001
3625,2024-08-30 00:00:00,5,20,20,33.0,0.0,0,95,Riesgo,0,70,Sin riesgo,NE,20,28001
3626,2024-08-30 01:00:00,4,19,19,15.0,0.0,0,89,Riesgo,0,70,Sin riesgo,NE,19,28001
3627,2024-08-30 02:00:00,3,19,19,22.0,0.0,0,94,10,0,10,Sin riesgo,NE,10,28001
3628,2024-08-30 03:00:00,1,19,19,18.0,0.0,0,100,10,0,10,Sin riesgo,N,16,28001
3629,2024-08-30 04:00:00,7,18,18,19.0,0.0,0,100,10,0,10,Sin riesgo,N,12,28001
3630,2024-08-30 05:00:00,4,18,18,9.0,0.0,0,100,10,0,10,Sin riesgo,NE,12,28001
3631,2024-08-30 06:00:00,1,18,18,23.0,0.0,0,100,Riesgo,0,10,Sin riesgo,E,6,28001
3632,2024-08-30 07:00:00,1,18,18,15.0,0.0,0,100,Riesgo,0,10,Sin riesgo,NE,16,28001
3633,2024-08-30 08:00:00,7,18,18,14.0,0.0,0,100,15,0,15,Riesgo,NE,9,28001
3634,2024-08-30 09:00:00,7,20,20,16.0,0.0,0,97,Riesgo,0,15,Riesgo,NE,9,28001
3635,2024-08-30 10:00:00,7,22,22,61.0,0.0,0,84,Riesgo,0,15,Riesgo,SE,9,28001
3636,2024-08-30 11:00:00,12,25,25,46.0,0.0,0,72,Riesgo,0,15,Riesgo,E,30,28001
3637,2024-08-30 12:00:00,7,26,26,35.0,0.0,0,65,Riesgo,0,15,Riesgo,E,28,28001
3638,2024-08-30 13:00:00,12,27,28,32.0,0.0,0,58,Riesgo,0,15,Riesgo,N,23,28001
3639,2024-08-30 14:00:00,7,28,29,31.0,0.0,0,53,60,0,60,Riesgo,N,18,28001
3640,2024-08-30 15:00:00,5,29,31,29.0,0.0,0,58,Riesgo,0,60,Riesgo,N,20,28001
3641,2024-08-30 16:00:00,5,30,32,22.0,0.0,0,54,Riesgo,0,60,Sin riesgo,NE,20,28001
3642,2024-08-30 17:00:00,7,31,34,19.0,0.0,0,56,Riesgo,0,60,Sin riesgo,E,13,28001
3643,2024-08-30 18:00:00,5,29,31,19.0,0.0,0,60,Riesgo,0,60,Sin riesgo,NE,13,28001
3644,2024-08-30 19:00:00,6,27,29,19.0,0.1,0,70,Riesgo,0,60,Sin riesgo,NE,11,28001
3645,2024-08-30 20:00:00,5,25,25,13.0,0.0,0,70,25,0,25,Sin riesgo,SE,12,28001
3646,2024-08-30 21:00:00,0,24,24,14.0,0.0,0,78,25,0,25,Sin riesgo,E,7,28001
3647,2024-08-30 22:00:00,0,23,23,17.0,0.0,0,79,25,0,25,Sin riesgo,NE,11,28001
3648,2024-08-30 23:00:00,5,21,21,9.0,0.0,0,85,25,0,25,Sin riesgo,NE,12,28001
3649,2024-08-31 00:00:00,1,21,21,11.0,0.0,0,88,25,0,25,Sin riesgo,NE,7,28001
3650,2024-08-31 01:00:00,7,21,21,32.0,0.0,0,85,25,0,25,Sin riesgo,E,8,28001
3651,2024-08-31 02:00:00,1,20,20,28.0,0.0,0,80,5,0,5,Sin riesgo,SE,21,28001
3652,2024-08-31 03:00:00,7,20,20,25.0,0.0,0,74,5,0,5,Sin riesgo,SE,18,28001
3653,2024-08-31 04:00:00,5,19,19,20.0,0.0,0,83,5,0,5,Sin riesgo,SE,4,28001
3654,2024-08-31 05:00:00,1,18,18,11.0,0.0,0,90,5,0,5,Sin riesgo,N,14,28001
3655,2024-08-31 06:00:00,4,18,18,16.0,0.0,0,95,5,0,5,Sin riesgo,NE,8,28001
3656,2024-08-31 07:00:00,5,18,18,16.0,0.0,0,94,5,0,5,Sin riesgo,NE,12,28001
3657,2024-08-29 12:00:00,0,22,22,22.0,0.0,0,68,95,0,75,Riesgo,SE,8,28001
3658,2024-08-29 13:00:00,0,24,24,25.0,0.0,0,59,Riesgo,0,75,Riesgo,SE,10,28001
3659,2024-08-29 14:00:00,0,24,24,25.0,0.0,0,58,100,0,75,Riesgo,S,12,28001
3660,2024-08-29 15:00:00,7,23,23,30.0,0.0,0,59,Riesgo,0,75,Riesgo,S,12,28001
3661,2024-08-29 16:00:00,1,22,22,30.0,0.0,0,59,Riesgo,0,75,Riesgo,S,15,28001
3662,2024-08-29 17:00:00,5,23,23,40.0,0.0,0,55,Riesgo,0,75,Riesgo,S,15,28001
3663,2024-08-29 18:00:00,7,22,22,60.0,0.0,0,64,Riesgo,0,75,Riesgo,S,21,28001
3664,2024-08-29 19:00:00,2,20,20,23.0,0.1,0,45,Riesgo,0,75,Riesgo,S,28,28001
3665,2024-08-29 20:00:00,1,18,18,13.0,0.0,0,49,65,0,65,Riesgo,SO,12,28001
3666,2024-08-29 21:00:00,0,18,18,7.0,0.0,0,67,Riesgo,0,65,Riesgo,SO,8,28001
3667,2024-08-29 22:00:00,5,17,17,6.0,0.0,0,71,Riesgo,0,65,Riesgo,NO,4,28001
3668,2024-08-29 23:00:00,1,16,16,5.0,0.0,0,78,Riesgo,0,65,Riesgo,O,4,28001
3669,2024-08-30 00:00:00,17,15,15,14.0,2.0,0,83,Riesgo,0,65,Sin riesgo,E,1,28001
3670,2024-08-30 01:00:00,4,15,15,17.0,0.0,0,100,Riesgo,0,65,Sin riesgo,NO,9,28001
3671,2024-08-30 02:00:00,5,15,15,21.0,0.0,0,93,10,0,10,Sin riesgo,NO,9,28001
3672,2024-08-30 03:00:00,5,15,15,16.0,0.0,0,95,10,0,10,Sin riesgo,NO,11,28001
3673,2024-08-30 04:00:00,3,14,14,14.0,0.0,0,96,10,0,10,Sin riesgo,NO,10,28001
3674,2024-08-30 05:00:00,1,15,15,13.0,0.0,0,99,10,0,10,Sin riesgo,NO,8,28001
3675,2024-08-30 06:00:00,7,14,14,7.0,0.0,0,100,Riesgo,0,10,Sin riesgo,NO,8,28001
3676,2024-08-30 07:00:00,3,14,14,12.0,0.0,0,100,Riesgo,0,10,Sin riesgo,N,3,28001
3677,2024-08-30 08:00:00,4,14,14,18.0,0.0,0,100,55,0,55,Riesgo,N,7,28001
3678,2024-08-30 09:00:00,4,16,16,11.0,0.0,0,92,Riesgo,0,55,Riesgo,N,10,28001
3679,2024-08-30 10:00:00,7,19,19,23.0,0.0,0,87,Riesgo,0,55,Riesgo,E,3,28001
3680,2024-08-30 11:00:00,8,21,21,31.0,1.0,0,79,Riesgo,0,55,Riesgo,SE,12,28001
3681,2024-08-30 12:00:00,9,22,22,30.0,14.0,0,73,Riesgo,0,55,Riesgo,SE,11,28001
3682,2024-08-30 13:00:00,9,24,24,38.0,2.0,0,53,Riesgo,0,55,Riesgo,SO,11,28001
3683,2024-08-30 14:00:00,6,25,25,21.0,0.1,0,46,75,0,65,Riesgo,N,22,28001
3684,2024-08-30 15:00:00,6,26,26,22.0,0.1,0,48,Riesgo,0,65,Riesgo,N,6,28001
3685,2024-08-30 16:00:00,6,26,26,17.0,0.1,0,42,Riesgo,0,65,Sin riesgo,S,10,28001
3686,2024-08-30 17:00:00,6,26,26,17.0,0.1,0,42,Riesgo,0,65,Sin riesgo,S,7,28001
3687,2024-08-30 18:00:00,6,25,25,13.0,0.1,0,45,Riesgo,0,65,Sin riesgo,S,7,28001
3688,2024-08-30 19:00:00,6,23,23,5.0,0.1,0,50,Riesgo,0,65,Sin riesgo,SE,6,28001
3689,2024-08-30 20:00:00,0,22,22,8.0,0.0,0,56,35,0,35,Sin riesgo,NO,3,28001
3690,2024-08-30 21:00:00,5,21,21,6.0,0.0,0,64,35,0,35,Sin riesgo,NO,4,28001
3691,2024-08-30 22:00:00,4,19,19,10.0,0.0,0,71,35,0,35,Sin riesgo,NO,4,28001
3692,2024-08-30 23:00:00,5,18,18,4.0,0.0,0,79,35,0,35,Sin riesgo,N,3,28001
3693,2024-08-31 00:00:00,7,17,17,6.0,0.0,0,82,35,0,35,Sin riesgo,NO,2,28001
3694,2024-08-31 01:00:00,3,17,17,5.0,0.0,0,89,35,0,35,Sin riesgo,SE,2,28001
3695,2024-08-31 02:00:00,5,16,16,7.0,0.0,0,93,0,0,0,Sin riesgo,O,2,28001
3696,2024-08-31 03:00:00,1,17,17,4.0,0.0,0,90,0,0,0,Sin riesgo,O,3,28001
3697,2024-08-31 04:00:00,5,15,15,7.0,0.0,0,88,0,0,0,Sin riesgo,E,2,28001
3698,2024-08-31 05:00:00,4,16,16,18.0,0.0,0,85,0,0,0,Sin riesgo,NO,4,28001
3699,2024-08-31 06:00:00,5,15,15,9.0,0.0,0,88,0,0,0,Sin riesgo,NO,11,28001
3700,2024-08-31 07:00:00,0,15,15,12.0,0.0,0,83,0,0,0,Sin riesgo,SO,5,28001
3701,2024-08-29 12:00:00,10,23,23,14.0,0.1,0,76,90,0,70,Riesgo,SE,7,28001
3702,2024-08-29 13:00:00,10,24,24,21.0,0.1,0,69,Riesgo,0,70,Riesgo,E,6,28001
3703,2024-08-29 14:00:00,0,25,25,20.0,0.0,0,62,100,0,75,Riesgo,SE,10,28001
3704,2024-08-29 15:00:00,0,26,26,16.0,0.0,0,56,Riesgo,0,75,Riesgo,SE,9,28001
3705,2024-08-29 16:00:00,0,24,24,19.0,0.0,0,59,Riesgo,0,75,Riesgo,SO,8,28001
3706,2024-08-29 17:00:00,5,24,24,27.0,0.0,0,54,Riesgo,0,75,Riesgo,S,9,28001
3707,2024-08-29 18:00:00,2,23,23,76.0,0.6,0,51,Riesgo,0,75,Riesgo,S,9,28001
3708,2024-08-29 19:00:00,6,21,21,25.0,0.2,0,69,Riesgo,0,75,Riesgo,SO,33,28001
3709,2024-08-29 20:00:00,7,20,20,22.0,0.0,0,64,80,0,70,Riesgo,NO,12,28001
3710,2024-08-29 21:00:00,6,19,19,17.0,0.8,0,78,Riesgo,0,70,Riesgo,N,6,28001
3711,2024-08-29 22:00:00,5,19,19,14.0,0.0,0,84,Riesgo,0,70,Riesgo,N,10,28001
3712,2024-08-29 23:00:00,4,18,18,21.0,0.0,0,79,Riesgo,0,70,Riesgo,N,10,28001
3713,2024-08-30 00:00:00,3,18,18,23.0,0.0,0,87,Riesgo,0,70,Sin riesgo,NE,14,28001
3714,2024-08-30 01:00:00,13,17,17,19.0,0.1,0,89,Riesgo,0,70,Sin riesgo,N,16,28001
3715,2024-08-30 02:00:00,4,17,17,21.0,0.0,0,99,20,0,20,Sin riesgo,N,10,28001
3716,2024-08-30 03:00:00,1,17,17,16.0,0.0,0,98,20,0,20,Sin riesgo,N,14,28001
3717,2024-08-30 04:00:00,1,16,16,14.0,0.0,0,94,20,0,20,Sin riesgo,N,8,28001
3718,2024-08-30 05:00:00,1,16,16,15.0,0.0,0,94,20,0,20,Sin riesgo,N,9,28001
3719,2024-08-30 06:00:00,3,16,16,17.0,0.0,0,97,Riesgo,0,20,Sin riesgo,NE,9,28001
3720,2024-08-30 07:00:00,4,16,16,15.0,0.0,0,100,Riesgo,0,20,Sin riesgo,NE,11,28001
3721,2024-08-30 08:00:00,4,15,15,15.0,0.0,0,100,30,0,30,Riesgo,NE,10,28001
3722,2024-08-30 09:00:00,1,18,18,19.0,0.0,0,94,Riesgo,0,30,Riesgo,NE,8,28001
3723,2024-08-30 10:00:00,7,20,20,22.0,0.0,0,84,Riesgo,0,30,Riesgo,NE,12,28001
3724,2024-08-30 11:00:00,7,23,23,47.0,0.0,0,82,Riesgo,0,30,Riesgo,E,13,28001
3725,2024-08-30 12:00:00,7,24,24,29.0,0.0,0,66,Riesgo,0,30,Riesgo,SE,25,28001
3726,2024-08-30 13:00:00,12,25,25,27.0,0.0,0,55,Riesgo,0,30,Riesgo,N,17,28001
3727,2024-08-30 14:00:00,0,27,27,27.0,0.0,0,48,45,0,45,Riesgo,N,18,28001
3728,2024-08-30 15:00:00,5,27,27,19.0,0.0,0,49,Riesgo,0,45,Riesgo,NO,13,28001
3729,2024-08-30 16:00:00,0,28,28,15.0,0.0,0,48,Riesgo,0,45,Sin riesgo,SE,8,28001
3730,2024-08-30 17:00:00,0,28,28,11.0,0.0,0,47,Riesgo,0,45,Sin riesgo,E,8,28001
3731,2024-08-30 18:00:00,5,27,28,10.0,0.0,0,53,Riesgo,0,45,Sin riesgo,E,5,28001
3732,2024-08-30 19:00:00,5,25,25,12.0,0.0,0,64,Riesgo,0,45,Sin riesgo,NE,6,28001
3733,2024-08-30 20:00:00,0,23,23,8.0,0.0,0,74,45,0,45,Sin riesgo,N,8,28001
3734,2024-08-30 21:00:00,0,22,22,6.0,0.0,0,81,45,0,45,Sin riesgo,N,6,28001
3735,2024-08-30 22:00:00,5,21,21,10.0,0.0,0,84,45,0,45,Sin riesgo,NO,4,28001
3736,2024-08-30 23:00:00,1,20,20,8.0,0.0,0,87,45,0,45,Sin riesgo,N,6,28001
3737,2024-08-31 00:00:00,1,19,19,10.0,0.0,0,88,45,0,45,Sin riesgo,N,5,28001
3738,2024-08-31 01:00:00,1,19,19,9.0,0.0,0,89,45,0,45,Sin riesgo,NE,5,28001
3739,2024-08-31 02:00:00,1,18,18,6.0,0.0,0,93,5,0,5,Sin riesgo,N,7,28001
3740,2024-08-31 03:00:00,4,19,19,12.0,0.0,0,87,5,0,5,Sin riesgo,NE,4,28001
3741,2024-08-31 04:00:00,4,18,18,8.0,0.0,0,89,5,0,5,Sin riesgo,E,7,28001
3742,2024-08-31 05:00:00,4,17,17,15.0,0.0,0,95,5,0,5,Sin riesgo,N,6,28001
3743,2024-08-31 06:00:00,4,17,17,9.0,0.0,0,93,5,0,5,Sin riesgo,NO,8,28001
3744,2024-08-31 07:00:00,0,16,16,7.0,0.0,0,93,5,0,5,Sin riesgo,NO,6,28001
3745,2024-08-29 12:00:00,3,23,23,27.0,0.0,0,70,85,0,70,Riesgo,SE,10,28001
3746,2024-08-29 13:00:00,3,25,25,32.0,0.0,0,57,Riesgo,0,70,Riesgo,SE,14,28001
3747,2024-08-29 14:00:00,7,24,24,31.0,0.0,0,55,95,0,70,Riesgo,SE,17,28001
3748,2024-08-29 15:00:00,7,23,23,33.0,0.0,0,59,Riesgo,0,70,Riesgo,SE,18,28001
3749,2024-08-29 16:00:00,3,25,25,33.0,0.0,0,50,Riesgo,0,70,Riesgo,SE,19,28001
3750,2024-08-29 17:00:00,2,25,25,33.0,0.1,0,45,Riesgo,0,70,Riesgo,S,18,28001
3751,2024-08-29 18:00:00,0,23,23,31.0,0.0,0,50,Riesgo,0,70,Riesgo,S,19,28001
3752,2024-08-29 19:00:00,5,21,21,12.0,0.0,0,40,Riesgo,0,70,Riesgo,SE,13,28001
3753,2024-08-29 20:00:00,0,19,19,12.0,0.0,0,52,60,0,60,Riesgo,NE,5,28001
3754,2024-08-29 21:00:00,8,19,19,13.0,0.1,0,62,Riesgo,0,60,Riesgo,NO,6,28001
3755,2024-08-29 22:00:00,4,18,18,13.0,0.0,0,72,Riesgo,0,60,Riesgo,O,8,28001
3756,2024-08-29 23:00:00,3,17,17,6.0,0.0,0,74,Riesgo,0,60,Riesgo,NO,8,28001
3757,2024-08-30 00:00:00,3,17,17,9.0,0.0,0,76,Riesgo,0,60,Sin riesgo,O,3,28001
3758,2024-08-30 01:00:00,5,16,16,14.0,0.0,0,77,Riesgo,0,60,Sin riesgo,O,6,28001
3759,2024-08-30 02:00:00,0,16,16,9.0,0.0,0,79,10,0,10,Sin riesgo,O,9,28001
3760,2024-08-30 03:00:00,0,16,16,7.0,0.0,0,78,10,0,10,Sin riesgo,O,5,28001
3761,2024-08-30 04:00:00,5,16,16,6.0,0.0,0,78,10,0,10,Sin riesgo,O,3,28001
3762,2024-08-30 05:00:00,5,16,16,6.0,0.0,0,81,10,0,10,Sin riesgo,SO,3,28001
3763,2024-08-30 06:00:00,5,16,16,8.0,0.0,0,87,Riesgo,0,10,Sin riesgo,SO,3,28001
3764,2024-08-30 07:00:00,4,16,16,6.0,0.0,0,90,Riesgo,0,10,Sin riesgo,S,5,28001
3765,2024-08-30 08:00:00,4,17,17,8.0,0.0,0,94,55,0,55,Riesgo,NO,3,28001
3766,2024-08-30 09:00:00,5,18,18,16.0,0.0,0,88,Riesgo,0,55,Riesgo,O,4,28001
3767,2024-08-30 10:00:00,7,20,20,28.0,0.0,0,81,Riesgo,0,55,Riesgo,E,8,28001
3768,2024-08-30 11:00:00,7,22,22,35.0,0.0,0,74,Riesgo,0,55,Riesgo,SE,17,28001
3769,2024-08-30 12:00:00,9,23,23,46.0,2.0,0,71,Riesgo,0,55,Riesgo,SE,13,28001
3770,2024-08-30 13:00:00,17,24,24,19.0,2.0,0,59,Riesgo,0,55,Riesgo,E,30,28001
3771,2024-08-30 14:00:00,13,26,26,23.0,0.1,0,47,60,0,60,Riesgo,NO,12,28001
3772,2024-08-30 15:00:00,6,27,27,13.0,0.1,0,50,Riesgo,0,60,Riesgo,SE,12,28001
3773,2024-08-30 16:00:00,6,27,27,11.0,0.1,0,46,Riesgo,0,60,Sin riesgo,O,1,28001
3774,2024-08-30 17:00:00,6,27,27,11.0,0.1,0,47,Riesgo,0,60,Sin riesgo,SE,4,28001
3775,2024-08-30 18:00:00,6,26,26,15.0,0.1,0,49,Riesgo,0,60,Sin riesgo,SE,4,28001
3776,2024-08-30 19:00:00,6,25,25,11.0,0.1,0,51,Riesgo,0,60,Sin riesgo,E,9,28001
3777,2024-08-30 20:00:00,4,24,24,7.0,0.0,0,55,20,0,20,Sin riesgo,NE,3,28001
3778,2024-08-30 21:00:00,5,21,21,10.0,0.0,0,70,20,0,20,Sin riesgo,N,4,28001
3779,2024-08-30 22:00:00,5,18,18,9.0,0.0,0,87,20,0,20,Sin riesgo,NE,7,28001
3780,2024-08-30 23:00:00,5,18,18,4.0,0.0,0,85,20,0,20,Sin riesgo,NE,5,28001
3781,2024-08-31 00:00:00,7,18,18,10.0,0.0,0,82,20,0,20,Sin riesgo,NO,2,28001
3782,2024-08-31 01:00:00,5,18,18,8.0,0.0,0,87,20,0,20,Sin riesgo,S,7,28001
3783,2024-08-31 02:00:00,1,17,17,10.0,0.0,0,91,0,0,0,Sin riesgo,E,5,28001
3784,2024-08-31 03:00:00,3,17,17,9.0,0.0,0,93,0,0,0,Sin riesgo,S,6,28001
3785,2024-08-31 04:00:00,5,16,16,12.0,0.0,0,95,0,0,0,Sin riesgo,SE,6,28001
3786,2024-08-31 05:00:00,4,16,16,12.0,0.0,0,93,0,0,0,Sin riesgo,S,3,28001
3787,2024-08-31 06:00:00,5,16,16,11.0,0.0,0,86,0,0,0,Sin riesgo,NO,8,28001
3788,2024-08-31 07:00:00,0,16,16,8.0,0.0,0,82,0,0,0,Sin riesgo,NO,8,28001
3789,2024-08-29 12:00:00,7,21,21,19.0,0.0,0,77,100,0,75,Riesgo,SO,7,28001
3790,2024-08-29 13:00:00,0,23,23,24.0,0.0,0,62,Riesgo,0,75,Riesgo,S,9,28001
3791,2024-08-29 14:00:00,7,25,25,30.0,0.0,0,60,100,0,85,Riesgo,S,11,28001
3792,2024-08-29 15:00:00,0,23,23,30.0,0.0,0,59,Riesgo,0,85,Riesgo,S,15,28001
3793,2024-08-29 16:00:00,0,22,22,19.0,0.0,0,62,Riesgo,0,85,Riesgo,S,16,28001
3794,2024-08-29 17:00:00,7,21,21,27.0,0.0,0,64,Riesgo,0,85,Riesgo,S,7,28001
3795,2024-08-29 18:00:00,10,21,21,25.0,0.1,0,68,Riesgo,0,85,Riesgo,S,13,28001
3796,2024-08-29 19:00:00,0,20,20,26.0,0.0,0,48,Riesgo,0,85,Riesgo,S,15,28001
3797,2024-08-29 20:00:00,5,20,20,16.0,0.0,0,57,60,0,55,Riesgo,E,4,28001
3798,2024-08-29 21:00:00,0,19,19,13.0,0.0,0,61,Riesgo,0,55,Riesgo,NE,10,28001
3799,2024-08-29 22:00:00,0,18,18,10.0,0.0,0,64,Riesgo,0,55,Riesgo,E,7,28001
3800,2024-08-29 23:00:00,0,17,17,9.0,0.0,0,68,Riesgo,0,55,Riesgo,NE,6,28001
3801,2024-08-30 00:00:00,8,16,16,10.0,0.8,0,72,Riesgo,0,55,Sin riesgo,E,3,28001
3802,2024-08-30 01:00:00,11,16,16,19.0,2.0,0,93,Riesgo,0,55,Sin riesgo,C,0,28001
3803,2024-08-30 02:00:00,7,15,15,13.0,0.0,0,100,15,0,15,Sin riesgo,E,12,28001
3804,2024-08-30 03:00:00,12,15,15,13.0,0.0,0,100,15,0,15,Sin riesgo,NE,7,28001
3805,2024-08-30 04:00:00,5,14,14,13.0,0.0,0,100,15,0,15,Sin riesgo,N,8,28001
3806,2024-08-30 05:00:00,3,14,14,12.0,0.0,0,100,15,0,15,Sin riesgo,NE,8,28001
3807,2024-08-30 06:00:00,7,14,14,6.0,0.0,0,100,Riesgo,0,15,Sin riesgo,NE,7,28001
3808,2024-08-30 07:00:00,5,14,14,12.0,0.0,0,100,Riesgo,0,15,Sin riesgo,NE,3,28001
3809,2024-08-30 08:00:00,4,13,13,11.0,0.0,0,100,55,0,55,Riesgo,NE,8,28001
3810,2024-08-30 09:00:00,4,16,16,15.0,0.0,0,100,Riesgo,0,55,Riesgo,NE,6,28001
3811,2024-08-30 10:00:00,7,18,18,22.0,0.0,0,97,Riesgo,0,55,Riesgo,SO,5,28001
3812,2024-08-30 11:00:00,9,20,20,38.0,10.0,0,83,Riesgo,0,55,Riesgo,S,12,28001
3813,2024-08-30 12:00:00,9,22,22,22.0,9.0,0,71,Riesgo,0,55,Riesgo,SE,23,28001
3814,2024-08-30 13:00:00,8,24,24,16.0,1.0,0,61,Riesgo,0,55,Riesgo,NE,14,28001
3815,2024-08-30 14:00:00,13,26,26,16.0,0.1,0,53,70,0,70,Riesgo,NO,9,28001
3816,2024-08-30 15:00:00,0,26,26,11.0,0.0,0,49,Riesgo,0,70,Riesgo,E,8,28001
3817,2024-08-30 16:00:00,0,27,27,13.0,0.0,0,41,Riesgo,0,70,Sin riesgo,O,3,28001
3818,2024-08-30 17:00:00,0,27,27,15.0,0.0,0,42,Riesgo,0,70,Sin riesgo,S,6,28001
3819,2024-08-30 18:00:00,4,26,26,16.0,0.0,0,44,Riesgo,0,70,Sin riesgo,SO,7,28001
3820,2024-08-30 19:00:00,3,25,25,15.0,0.0,0,52,Riesgo,0,70,Sin riesgo,S,8,28001
3821,2024-08-30 20:00:00,0,24,24,6.0,0.0,0,62,20,0,20,Sin riesgo,S,7,28001
3822,2024-08-30 21:00:00,4,22,22,10.0,0.0,0,74,20,0,20,Sin riesgo,NE,4,28001
3823,2024-08-30 22:00:00,5,20,20,11.0,0.0,0,80,20,0,20,Sin riesgo,NE,6,28001
3824,2024-08-30 23:00:00,7,17,17,6.0,0.0,0,88,20,0,20,Sin riesgo,NE,7,28001
3825,2024-08-31 00:00:00,1,17,17,6.0,0.0,0,91,20,0,20,Sin riesgo,NE,4,28001
3826,2024-08-31 01:00:00,1,16,16,6.0,0.0,0,97,20,0,20,Sin riesgo,NE,3,28001
3827,2024-08-31 02:00:00,4,17,17,7.0,0.0,0,94,0,0,0,Sin riesgo,NE,4,28001
3828,2024-08-31 03:00:00,5,16,16,10.0,0.0,0,90,0,0,0,Sin riesgo,NE,5,28001
3829,2024-08-31 04:00:00,4,15,15,12.0,0.0,0,89,0,0,0,Sin riesgo,NE,7,28001
3830,2024-08-31 05:00:00,4,15,15,11.0,0.0,0,94,0,0,0,Sin riesgo,NE,7,28001
3831,2024-08-31 06:00:00,5,15,15,10.0,0.0,0,90,0,0,0,Sin riesgo,NE,7,28001
3832,2024-08-31 07:00:00,0,14,14,13.0,0.0,0,94,0,0,0,Sin riesgo,E,7,28001
3833,2024-08-29 12:00:00,16,25,25,15.0,0.1,0,55,75,0,65,Riesgo,E,8,28001
3834,2024-08-29 13:00:00,6,27,27,18.0,0.1,0,47,Riesgo,0,65,Riesgo,E,6,28001
3835,2024-08-29 14:00:00,7,26,26,19.0,0.0,0,46,95,0,65,Riesgo,SE,8,28001
3836,2024-08-29 15:00:00,7,27,27,20.0,0.0,0,44,Riesgo,0,65,Riesgo,SE,8,28001
3837,2024-08-29 16:00:00,5,27,27,20.0,0.0,0,41,Riesgo,0,65,Riesgo,S,10,28001
3838,2024-08-29 17:00:00,7,28,28,21.0,0.0,0,44,Riesgo,0,65,Riesgo,E,9,28001
3839,2024-08-29 18:00:00,8,25,25,21.0,0.2,0,51,Riesgo,0,65,Riesgo,SE,2,28001
3840,2024-08-29 19:00:00,16,23,23,30.0,0.1,0,71,Riesgo,0,65,Riesgo,SE,10,28001
3841,2024-08-29 20:00:00,7,20,20,28.0,0.0,0,81,65,0,65,Riesgo,E,17,28001
3842,2024-08-29 21:00:00,3,19,19,32.0,0.0,0,75,Riesgo,0,65,Riesgo,NE,19,28001
3843,2024-08-29 22:00:00,5,18,18,27.0,0.0,0,71,Riesgo,0,65,Riesgo,N,19,28001
3844,2024-08-29 23:00:00,3,19,19,25.0,0.0,0,87,Riesgo,0,65,Riesgo,NE,18,28001
3845,2024-08-30 00:00:00,1,18,18,28.0,0.0,0,94,Riesgo,0,65,Sin riesgo,E,16,28001
3846,2024-08-30 01:00:00,6,18,18,34.0,0.1,0,93,Riesgo,0,65,Sin riesgo,E,19,28001
3847,2024-08-30 02:00:00,5,18,18,29.0,0.0,0,90,5,0,5,Sin riesgo,NE,22,28001
3848,2024-08-30 03:00:00,7,18,18,34.0,0.0,0,92,5,0,5,Sin riesgo,NE,20,28001
3849,2024-08-30 04:00:00,1,18,18,35.0,0.0,0,90,5,0,5,Sin riesgo,NE,24,28001
3850,2024-08-30 05:00:00,4,18,18,31.0,0.0,0,94,5,0,5,Sin riesgo,NE,24,28001
3851,2024-08-30 06:00:00,1,18,18,28.0,0.0,0,97,Riesgo,0,5,Sin riesgo,NE,20,28001
3852,2024-08-30 07:00:00,1,17,17,29.0,0.0,0,99,Riesgo,0,5,Sin riesgo,NE,19,28001
3853,2024-08-30 08:00:00,1,17,17,28.0,0.0,0,100,10,0,10,Riesgo,NE,19,28001
3854,2024-08-30 09:00:00,7,19,19,27.0,0.0,0,93,Riesgo,0,10,Riesgo,NE,19,28001
3855,2024-08-30 10:00:00,7,21,21,45.0,0.0,0,84,Riesgo,0,10,Riesgo,E,17,28001
3856,2024-08-30 11:00:00,7,24,24,28.0,0.0,0,75,Riesgo,0,10,Riesgo,SE,30,28001
3857,2024-08-30 12:00:00,12,25,25,29.0,0.0,0,70,Riesgo,0,10,Riesgo,NE,20,28001
